image_path,image_file,state_id,county_id,county_name_img,county_name_csv,poverty_rate
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01079_Lawrence.png,01_01079_Lawrence.png,01,01079,Lawrence,Lawrence County,16.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01081_Lee.png,01_01081_Lee.png,01,01081,Lee,Lee County,16.9
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01083_Limestone.png,01_01083_Limestone.png,01,01083,Limestone,Limestone County,10.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01085_Lowndes.png,01_01085_Lowndes.png,01,01085,Lowndes,Lowndes County,25.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01087_Macon.png,01_01087_Macon.png,01,01087,Macon,Macon County,30.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01089_Madison.png,01_01089_Madison.png,01,01089,Madison,Madison County,9.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01091_Marengo.png,01_01091_Marengo.png,01,01091,Marengo,Marengo County,21.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01093_Marion.png,01_01093_Marion.png,01,01093,Marion,Marion County,16.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01095_Marshall.png,01_01095_Marshall.png,01,01095,Marshall,Marshall County,15.9
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01097_Mobile.png,01_01097_Mobile.png,01,01097,Mobile,Mobile County,16.7
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01099_Monroe.png,01_01099_Monroe.png,01,01099,Monroe,Monroe County,21.2
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01101_Montgomery.png,01_01101_Montgomery.png,01,01101,Montgomery,Montgomery County,20.2
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01103_Morgan.png,01_01103_Morgan.png,01,01103,Morgan,Morgan County,15.2
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01105_Perry.png,01_01105_Perry.png,01,01105,Perry,Perry County,29.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01107_Pickens.png,01_01107_Pickens.png,01,01107,Pickens,Pickens County,22.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01109_Pike.png,01_01109_Pike.png,01,01109,Pike,Pike County,22.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01111_Randolph.png,01_01111_Randolph.png,01,01111,Randolph,Randolph County,18.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01113_Russell.png,01_01113_Russell.png,01,01113,Russell,Russell County,20.2
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01115_St._Clair.png,01_01115_St._Clair.png,01,01115,St._Clair,St. Clair County,9.7
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01117_Shelby.png,01_01117_Shelby.png,01,01117,Shelby,Shelby County,6.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01119_Sumter.png,01_01119_Sumter.png,01,01119,Sumter,Sumter County,32.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01121_Talladega.png,01_01121_Talladega.png,01,01121,Talladega,Talladega County,19.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01123_Tallapoosa.png,01_01123_Tallapoosa.png,01,01123,Tallapoosa,Tallapoosa County,17.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01125_Tuscaloosa.png,01_01125_Tuscaloosa.png,01,01125,Tuscaloosa,Tuscaloosa County,16.5
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01127_Walker.png,01_01127_Walker.png,01,01127,Walker,Walker County,18.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01129_Washington.png,01_01129_Washington.png,01,01129,Washington,Washington County,17.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01131_Wilcox.png,01_01131_Wilcox.png,01,01131,Wilcox,Wilcox County,34.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\01_01133_Winston.png,01_01133_Winston.png,01,01133,Winston,Winston County,16.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04001_Apache.png,04_04001_Apache.png,04,04001,Apache,Apache County,29.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04003_Cochise.png,04_04003_Cochise.png,04,04003,Cochise,Cochise County,14.5
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04005_Coconino.png,04_04005_Coconino.png,04,04005,Coconino,Coconino County,15.2
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04007_Gila.png,04_04007_Gila.png,04,04007,Gila,Gila County,19.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04009_Graham.png,04_04009_Graham.png,04,04009,Graham,Graham County,19.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04011_Greenlee.png,04_04011_Greenlee.png,04,04011,Greenlee,Greenlee County,9.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04012_La_Paz.png,04_04012_La_Paz.png,04,04012,La_Paz,La Paz County,18.7
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04013_Maricopa.png,04_04013_Maricopa.png,04,04013,Maricopa,Maricopa County,10.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04015_Mohave.png,04_04015_Mohave.png,04,04015,Mohave,Mohave County,14.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04017_Navajo.png,04_04017_Navajo.png,04,04017,Navajo,Navajo County,22.7
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04019_Pima.png,04_04019_Pima.png,04,04019,Pima,Pima County,13.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04021_Pinal.png,04_04021_Pinal.png,04,04021,Pinal,Pinal County,11.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04023_Santa_Cruz.png,04_04023_Santa_Cruz.png,04,04023,Santa_Cruz,Santa Cruz County,17.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04025_Yavapai.png,04_04025_Yavapai.png,04,04025,Yavapai,Yavapai County,9.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\04_04027_Yuma.png,04_04027_Yuma.png,04,04027,Yuma,Yuma County,16.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05001_Arkansas.png,05_05001_Arkansas.png,05,05001,Arkansas,Arkansas County,20.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05003_Ashley.png,05_05003_Ashley.png,05,05003,Ashley,Ashley County,19.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05005_Baxter.png,05_05005_Baxter.png,05,05005,Baxter,Baxter County,14.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05007_Benton.png,05_05007_Benton.png,05,05007,Benton,Benton County,8.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05009_Boone.png,05_05009_Boone.png,05,05009,Boone,Boone County,11.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05011_Bradley.png,05_05011_Bradley.png,05,05011,Bradley,Bradley County,20.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05013_Calhoun.png,05_05013_Calhoun.png,05,05013,Calhoun,Calhoun County,14.6
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05015_Carroll.png,05_05015_Carroll.png,05,05015,Carroll,Carroll County,16.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05017_Chicot.png,05_05017_Chicot.png,05,05017,Chicot,Chicot County,27.9
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05019_Clark.png,05_05019_Clark.png,05,05019,Clark,Clark County,20.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05021_Clay.png,05_05021_Clay.png,05,05021,Clay,Clay County,15.9
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05023_Cleburne.png,05_05023_Cleburne.png,05,05023,Cleburne,Cleburne County,13.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05025_Cleveland.png,05_05025_Cleveland.png,05,05025,Cleveland,Cleveland County,14.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05027_Columbia.png,05_05027_Columbia.png,05,05027,Columbia,Columbia County,20.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05029_Conway.png,05_05029_Conway.png,05,05029,Conway,Conway County,14.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05031_Craighead.png,05_05031_Craighead.png,05,05031,Craighead,Craighead County,18.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05033_Crawford.png,05_05033_Crawford.png,05,05033,Crawford,Crawford County,14.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05035_Crittenden.png,05_05035_Crittenden.png,05,05035,Crittenden,Crittenden County,22.5
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05037_Cross.png,05_05037_Cross.png,05,05037,Cross,Cross County,18.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05039_Dallas.png,05_05039_Dallas.png,05,05039,Dallas,Dallas County,19.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05041_Desha.png,05_05041_Desha.png,05,05041,Desha,Desha County,25.9
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05043_Drew.png,05_05043_Drew.png,05,05043,Drew,Drew County,17.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05045_Faulkner.png,05_05045_Faulkner.png,05,05045,Faulkner,Faulkner County,12.5
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05047_Franklin.png,05_05047_Franklin.png,05,05047,Franklin,Franklin County,13.7
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05049_Fulton.png,05_05049_Fulton.png,05,05049,Fulton,Fulton County,16.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05051_Garland.png,05_05051_Garland.png,05,05051,Garland,Garland County,14.2
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05053_Grant.png,05_05053_Grant.png,05,05053,Grant,Grant County,13.5
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05055_Greene.png,05_05055_Greene.png,05,05055,Greene,Greene County,14.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05057_Hempstead.png,05_05057_Hempstead.png,05,05057,Hempstead,Hempstead County,19.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05059_Hot_Spring.png,05_05059_Hot_Spring.png,05,05059,Hot_Spring,Hot Spring County,15.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05061_Howard.png,05_05061_Howard.png,05,05061,Howard,Howard County,18.5
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05063_Independence.png,05_05063_Independence.png,05,05063,Independence,Independence County,17.0
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05065_Izard.png,05_05065_Izard.png,05,05065,Izard,Izard County,21.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05067_Jackson.png,05_05067_Jackson.png,05,05067,Jackson,Jackson County,25.1
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05069_Jefferson.png,05_05069_Jefferson.png,05,05069,Jefferson,Jefferson County,22.3
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05071_Johnson.png,05_05071_Johnson.png,05,05071,Johnson,Johnson County,18.8
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05073_Lafayette.png,05_05073_Lafayette.png,05,05073,Lafayette,Lafayette County,20.4
C:\Users\zinsc\OneDrive\Desktop\MS DataScience\CSCI 5527 - Deep Learning\Project\Datasets\opt2_county_dark\opt2_county_dark\05_05075_Lawrence.png,05_05075_Lawrence.png,05,05075,Lawrence,Lawrence County,21.2
